Reporter,Partner,ExportRP
Ecuador,Belgium,0.0
El Salvador,Belgium,0.0
Ethiopia,Belgium,0.0
Estonia,Belgium,0.0
Finland,Belgium,1771706.975
France,Belgium,1340119155.8899999
Georgia,Belgium,0.0
Germany,Belgium,424146649.815
Ghana,Belgium,0.0
Greece,Belgium,0.0
Guatemala,Belgium,0.0
Honduras,Belgium,0.0
Hong Kong,Belgium,3543413.95
Hungary,Belgium,13464973.01
Iceland,Belgium,0.0
India,Belgium,354341.395
Indonesia,Belgium,0.0
Iran,Belgium,0.0
Ireland,Belgium,22323507.885
Israel,Belgium,12047607.43
Italy,Belgium,5315120.925
Côte d'Ivoire,Belgium,0.0
Japan,Belgium,101695980.365
Kazakhstan,Belgium,0.0
Jordan,Belgium,0.0
Kenya,Belgium,0.0
Korea,Belgium,36497163.685
Kuwait,Belgium,0.0
Kyrgyz Republic,Belgium,0.0
Lao PDR,Belgium,0.0
Lebanese Republic,Belgium,0.0
Latvia,Belgium,708682.79
Libya,Belgium,0.0
Lithuania,Belgium,354341.395
Luxembourg,Belgium,7795510.69
Macao,Belgium,0.0
Malaysia,Belgium,136421437.075
Mali,Belgium,0.0
Malta,Belgium,0.0
Mauritius,Belgium,0.0
Mexico,Belgium,3897755.345
Mongolia,Belgium,0.0
Moldova,Belgium,0.0
Morocco,Belgium,0.0
Mozambique,Belgium,0.0
Oman,Belgium,0.0
Namibia,Belgium,0.0
Nepal,Belgium,0.0
Netherlands,Belgium,373475830.33
New Zealand,Belgium,0.0
Nicaragua,Belgium,0.0
Nigeria,Belgium,0.0
Norway,Belgium,354341.395
Pakistan,Belgium,0.0
Panama,Belgium,0.0
Paraguay,Belgium,0.0
Peru,Belgium,0.0
Philippines,Belgium,79018131.08500001
Poland,Belgium,2126048.3699999996
Portugal,Belgium,708682.79
Qatar,Belgium,0.0
Romania,Belgium,15591021.38
Russian Federation,Belgium,354341.395
Saudi Arabia,Belgium,0.0
Senegal,Belgium,0.0
Singapore,Belgium,20197459.515
Slovak Republic,Belgium,2834731.16
Viet Nam,Belgium,1063024.1849999998
Slovenia,Belgium,2126048.3699999996
South Africa,Belgium,354341.395
Zimbabwe,Belgium,0.0
Spain,Belgium,7441169.295
Sudan,Belgium,0.0
Sweden,Belgium,4252096.739999999
Switzerland,Belgium,3543413.95
Thailand,Belgium,147406020.32
Trinidad and Tobago,Belgium,0.0
United Arab Emirates,Belgium,0.0
Tunisia,Belgium,0.0
Turkey,Belgium,354341.395
Uganda,Belgium,0.0
Ukraine,Belgium,0.0
North Macedonia,Belgium,0.0
Egypt,Belgium,0.0
United Kingdom,Belgium,5315120.925
Tanzania,Belgium,0.0
USA,Belgium,47836088.325
Uruguay,Belgium,0.0
Uzbekistan,Belgium,0.0
Venezuela,Belgium,0.0
Serbia,Belgium,0.0
Zambia,Belgium,0.0
,Belgium,0.0
,Belgium,3543413950.0
Afghanistan,Bolivia,0.0
Albania,Bolivia,0.0
Algeria,Bolivia,0.0
Angola,Bolivia,0.0
Azerbaijan,Bolivia,0.0
Argentina,Bolivia,649654.6056
Australia,Bolivia,4759.374400000001
Austria,Bolivia,34505.4644
Bahrain,Bolivia,0.0
Bangladesh,Bolivia,0.0
Armenia,Bolivia,0.0
Belgium,Bolivia,0.0
Bosnia & Herzegovina,Bolivia,0.0
Botswana,Bolivia,0.0
Brazil,Bolivia,747221.7808
Brunei Darussalam,Bolivia,0.0
Bulgaria,Bolivia,1189.8436000000002
Myanmar,Bolivia,0.0
Belarus,Bolivia,0.0
Cambodia,Bolivia,0.0
Cameroon,Bolivia,0.0
Canada,Bolivia,85668.7392
Sri Lanka,Bolivia,0.0
Chile,Bolivia,22607.0284
China,Bolivia,4033569.8040000005
Taipei,Bolivia,89238.26999999999
Colombia,Bolivia,2145288.0108
Congo (DRC),Bolivia,0.0
Costa Rica,Bolivia,0.0
Croatia,Bolivia,0.0
Cuba,Bolivia,0.0
Cyprus,Bolivia,0.0
Czech Republic,Bolivia,24986.7156
Denmark,Bolivia,1189.8436000000002
Dominican Republic,Bolivia,0.0
Ecuador,Bolivia,0.0
El Salvador,Bolivia,0.0
Ethiopia,Bolivia,0.0
Estonia,Bolivia,0.0
Finland,Bolivia,14278.123199999998
France,Bolivia,39264.8388
Georgia,Bolivia,0.0
Germany,Bolivia,248677.3124
Ghana,Bolivia,0.0
Greece,Bolivia,0.0
Guatemala,Bolivia,0.0
Honduras,Bolivia,0.0
Hong Kong,Bolivia,52353.11840000001
Hungary,Bolivia,7139.061599999999
Iceland,Bolivia,0.0
India,Bolivia,611579.6104
Indonesia,Bolivia,1189.8436000000002
Iran,Bolivia,0.0
Ireland,Bolivia,0.0
Israel,Bolivia,67821.0852
Italy,Bolivia,209412.47360000003
Côte d'Ivoire,Bolivia,0.0
Japan,Bolivia,20227.3412
Kazakhstan,Bolivia,0.0
Jordan,Bolivia,0.0
Kenya,Bolivia,0.0
Korea,Bolivia,46403.9004
Kuwait,Bolivia,0.0
Kyrgyz Republic,Bolivia,0.0
Lao PDR,Bolivia,0.0
Lebanese Republic,Bolivia,0.0
Latvia,Bolivia,2379.6872000000003
Libya,Bolivia,0.0
Lithuania,Bolivia,0.0
Luxembourg,Bolivia,3569.5307999999995
Macao,Bolivia,0.0
Malaysia,Bolivia,527100.7148
Mali,Bolivia,0.0
Malta,Bolivia,1189.8436000000002
Mauritius,Bolivia,0.0
Mexico,Bolivia,1149388.9176
Mongolia,Bolivia,0.0
Moldova,Bolivia,0.0
Morocco,Bolivia,0.0
Mozambique,Bolivia,0.0
Oman,Bolivia,0.0
Namibia,Bolivia,0.0
Nepal,Bolivia,0.0
Netherlands,Bolivia,3569.5307999999995
New Zealand,Bolivia,5949.218
Nicaragua,Bolivia,0.0
Nigeria,Bolivia,0.0
Norway,Bolivia,0.0
Pakistan,Bolivia,0.0
Panama,Bolivia,5949.218
Paraguay,Bolivia,0.0
Peru,Bolivia,2379.6872000000003
Philippines,Bolivia,96377.33159999999
Poland,Bolivia,2379.6872000000003
Portugal,Bolivia,3569.5307999999995
Qatar,Bolivia,0.0
Romania,Bolivia,20227.3412
Russian Federation,Bolivia,0.0
Saudi Arabia,Bolivia,0.0
Senegal,Bolivia,0.0
Singapore,Bolivia,3569.5307999999995
Slovak Republic,Bolivia,0.0
Viet Nam,Bolivia,180856.2272
Slovenia,Bolivia,0.0
South Africa,Bolivia,0.0
Zimbabwe,Bolivia,0.0
Spain,Bolivia,146350.7628
Sudan,Bolivia,0.0
Sweden,Bolivia,5949.218
Switzerland,Bolivia,24986.7156
Thailand,Bolivia,8328.9052
Trinidad and Tobago,Bolivia,0.0
United Arab Emirates,Bolivia,13088.279600000002
Tunisia,Bolivia,1189.8436000000002
Turkey,Bolivia,5949.218
Uganda,Bolivia,0.0
Ukraine,Bolivia,1189.8436000000002
North Macedonia,Bolivia,0.0
Egypt,Bolivia,0.0
United Kingdom,Bolivia,67821.0852
Tanzania,Bolivia,0.0
USA,Bolivia,450950.72440000006
Uruguay,Bolivia,1189.8436000000002
Uzbekistan,Bolivia,0.0
Venezuela,Bolivia,0.0
Serbia,Bolivia,0.0
Zambia,Bolivia,0.0
,Bolivia,2379.6872000000003
,Bolivia,11898436.0
Afghanistan,Bosnia & Herzegovina,0.0
Albania,Bosnia & Herzegovina,0.0
Algeria,Bosnia & Herzegovina,0.0
Angola,Bosnia & Herzegovina,0.0
Azerbaijan,Bosnia & Herzegovina,0.0
Argentina,Bosnia & Herzegovina,0.0
Australia,Bosnia & Herzegovina,0.0
Austria,Bosnia & Herzegovina,1305260.544
Bahrain,Bosnia & Herzegovina,0.0
Bangladesh,Bosnia & Herzegovina,0.0
Armenia,Bosnia & Herzegovina,0.0
Belgium,Bosnia & Herzegovina,11271.68
Bolivia,Bosnia & Herzegovina,0.0
Botswana,Bosnia & Herzegovina,0.0
Brazil,Bosnia & Herzegovina,0.0
Brunei Darussalam,Bosnia & Herzegovina,0.0
Bulgaria,Bosnia & Herzegovina,18034.688000000002
Myanmar,Bosnia & Herzegovina,0.0
Belarus,Bosnia & Herzegovina,13526.016
Cambodia,Bosnia & Herzegovina,0.0
Cameroon,Bosnia & Herzegovina,0.0
Canada,Bosnia & Herzegovina,11271.68
Sri Lanka,Bosnia & Herzegovina,0.0
Chile,Bosnia & Herzegovina,0.0
China,Bosnia & Herzegovina,10638211.583999999
Taipei,Bosnia & Herzegovina,281792.0
Colombia,Bosnia & Herzegovina,0.0
Congo (DRC),Bosnia & Herzegovina,0.0
Costa Rica,Bosnia & Herzegovina,4508.6720000000005
Croatia,Bosnia & Herzegovina,1043757.568
Cuba,Bosnia & Herzegovina,0.0
Cyprus,Bosnia & Herzegovina,0.0
Czech Republic,Bosnia & Herzegovina,47341.056
Denmark,Bosnia & Herzegovina,4508.6720000000005
Dominican Republic,Bosnia & Herzegovina,0.0
Ecuador,Bosnia & Herzegovina,0.0
El Salvador,Bosnia & Herzegovina,0.0
Ethiopia,Bosnia & Herzegovina,0.0
Estonia,Bosnia & Herzegovina,0.0
Finland,Bosnia & Herzegovina,13526.016
France,Bosnia & Herzegovina,277283.328
Georgia,Bosnia & Herzegovina,0.0
Germany,Bosnia & Herzegovina,1918439.936
Ghana,Bosnia & Herzegovina,0.0
Greece,Bosnia & Herzegovina,11271.68
Guatemala,Bosnia & Herzegovina,0.0
Honduras,Bosnia & Herzegovina,0.0
Hong Kong,Bosnia & Herzegovina,60867.072
Hungary,Bosnia & Herzegovina,27052.032
Iceland,Bosnia & Herzegovina,0.0
India,Bosnia & Herzegovina,67630.08
Indonesia,Bosnia & Herzegovina,135260.16
Iran,Bosnia & Herzegovina,0.0
Ireland,Bosnia & Herzegovina,15780.351999999999
Israel,Bosnia & Herzegovina,0.0
Italy,Bosnia & Herzegovina,1048266.24
Côte d'Ivoire,Bosnia & Herzegovina,0.0
Japan,Bosnia & Herzegovina,47341.056
Kazakhstan,Bosnia & Herzegovina,0.0
Jordan,Bosnia & Herzegovina,0.0
Kenya,Bosnia & Herzegovina,0.0
Korea,Bosnia & Herzegovina,1239884.8
Kuwait,Bosnia & Herzegovina,0.0
Kyrgyz Republic,Bosnia & Herzegovina,0.0
Lao PDR,Bosnia & Herzegovina,0.0
Lebanese Republic,Bosnia & Herzegovina,0.0
Latvia,Bosnia & Herzegovina,81156.096
Libya,Bosnia & Herzegovina,0.0
Lithuania,Bosnia & Herzegovina,9017.344000000001
Luxembourg,Bosnia & Herzegovina,0.0
Macao,Bosnia & Herzegovina,0.0
Malaysia,Bosnia & Herzegovina,369711.10400000005
Mali,Bosnia & Herzegovina,0.0
Malta,Bosnia & Herzegovina,6763.008
Mauritius,Bosnia & Herzegovina,0.0
Mexico,Bosnia & Herzegovina,4508.6720000000005
Mongolia,Bosnia & Herzegovina,0.0
Moldova,Bosnia & Herzegovina,0.0
Morocco,Bosnia & Herzegovina,0.0
Mozambique,Bosnia & Herzegovina,0.0
Oman,Bosnia & Herzegovina,0.0
Namibia,Bosnia & Herzegovina,0.0
Nepal,Bosnia & Herzegovina,0.0
Netherlands,Bosnia & Herzegovina,380982.784
New Zealand,Bosnia & Herzegovina,0.0
Nicaragua,Bosnia & Herzegovina,0.0
Nigeria,Bosnia & Herzegovina,0.0
Norway,Bosnia & Herzegovina,0.0
Pakistan,Bosnia & Herzegovina,0.0
Panama,Bosnia & Herzegovina,0.0
Paraguay,Bosnia & Herzegovina,0.0
Peru,Bosnia & Herzegovina,0.0
Philippines,Bosnia & Herzegovina,42832.384
Poland,Bosnia & Herzegovina,178092.54400000002
Portugal,Bosnia & Herzegovina,2254.3360000000002
Qatar,Bosnia & Herzegovina,0.0
Romania,Bosnia & Herzegovina,18034.688000000002
Russian Federation,Bosnia & Herzegovina,13526.016
Saudi Arabia,Bosnia & Herzegovina,0.0
Senegal,Bosnia & Herzegovina,0.0
Singapore,Bosnia & Herzegovina,114971.13600000001
Slovak Republic,Bosnia & Herzegovina,11271.68
Viet Nam,Bosnia & Herzegovina,207398.91199999998
Slovenia,Bosnia & Herzegovina,619942.4
South Africa,Bosnia & Herzegovina,0.0
Zimbabwe,Bosnia & Herzegovina,0.0
Spain,Bosnia & Herzegovina,45086.72
Sudan,Bosnia & Herzegovina,0.0
Sweden,Bosnia & Herzegovina,135260.16
Switzerland,Bosnia & Herzegovina,42832.384
Thailand,Bosnia & Herzegovina,894971.392
Trinidad and Tobago,Bosnia & Herzegovina,0.0
United Arab Emirates,Bosnia & Herzegovina,360693.76
Tunisia,Bosnia & Herzegovina,0.0
Turkey,Bosnia & Herzegovina,56358.4
Uganda,Bosnia & Herzegovina,0.0
Ukraine,Bosnia & Herzegovina,11271.68
North Macedonia,Bosnia & Herzegovina,4508.6720000000005
Egypt,Bosnia & Herzegovina,0.0
United Kingdom,Bosnia & Herzegovina,205144.576
Tanzania,Bosnia & Herzegovina,0.0
USA,Bosnia & Herzegovina,151040.51200000002
Uruguay,Bosnia & Herzegovina,0.0
Uzbekistan,Bosnia & Herzegovina,0.0
Venezuela,Bosnia & Herzegovina,0.0
Serbia,Bosnia & Herzegovina,317861.376
Zambia,Bosnia & Herzegovina,0.0
,Bosnia & Herzegovina,6763.008
,Bosnia & Herzegovina,22543360.0
Afghanistan,Botswana,0.0
Albania,Botswana,0.0
Algeria,Botswana,0.0
Angola,Botswana,0.0
Azerbaijan,Botswana,0.0
Argentina,Botswana,0.0
Australia,Botswana,505.61310000000003
Austria,Botswana,0.0
Bahrain,Botswana,0.0
Bangladesh,Botswana,0.0
Armenia,Botswana,0.0
Belgium,Botswana,0.0
Bolivia,Botswana,0.0
Bosnia & Herzegovina,Botswana,0.0
Brazil,Botswana,0.0
Brunei Darussalam,Botswana,0.0
Bulgaria,Botswana,0.0
Myanmar,Botswana,0.0
Belarus,Botswana,0.0
Cambodia,Botswana,0.0
Cameroon,Botswana,0.0
Canada,Botswana,0.0
Sri Lanka,Botswana,0.0
Chile,Botswana,0.0
China,Botswana,945496.497
Taipei,Botswana,0.0
Colombia,Botswana,0.0
Congo (DRC),Botswana,0.0
Costa Rica,Botswana,0.0
Croatia,Botswana,0.0
Cuba,Botswana,0.0
Cyprus,Botswana,0.0
Czech Republic,Botswana,115279.7868
Denmark,Botswana,15168.393
Dominican Republic,Botswana,0.0
Ecuador,Botswana,0.0
El Salvador,Botswana,0.0
Ethiopia,Botswana,0.0
Estonia,Botswana,0.0
Finland,Botswana,2528.0655
France,Botswana,28314.333599999998
Georgia,Botswana,0.0
Germany,Botswana,38426.5956
Ghana,Botswana,0.0
Greece,Botswana,0.0
Guatemala,Botswana,0.0
Honduras,Botswana,0.0
Hong Kong,Botswana,19718.9109
Hungary,Botswana,0.0
Iceland,Botswana,0.0
India,Botswana,29831.172899999998
Indonesia,Botswana,0.0
Iran,Botswana,0.0
Ireland,Botswana,2022.4524000000001
Israel,Botswana,0.0
Italy,Botswana,12134.714399999999
Côte d'Ivoire,Botswana,0.0
Japan,Botswana,0.0
Kazakhstan,Botswana,0.0
Jordan,Botswana,0.0
Kenya,Botswana,0.0
Korea,Botswana,0.0
Kuwait,Botswana,0.0
Kyrgyz Republic,Botswana,0.0
Lao PDR,Botswana,0.0
Lebanese Republic,Botswana,0.0
Latvia,Botswana,0.0
Libya,Botswana,0.0
Lithuania,Botswana,0.0
Luxembourg,Botswana,0.0
Macao,Botswana,0.0
Malaysia,Botswana,9606.6489
Mali,Botswana,0.0
Malta,Botswana,0.0
Mauritius,Botswana,0.0
Mexico,Botswana,199211.56139999998
Mongolia,Botswana,0.0
Moldova,Botswana,0.0
Morocco,Botswana,0.0
Mozambique,Botswana,0.0
Oman,Botswana,0.0
Namibia,Botswana,138032.3763
Nepal,Botswana,0.0
Netherlands,Botswana,0.0
New Zealand,Botswana,0.0
Nicaragua,Botswana,0.0
Nigeria,Botswana,0.0
Norway,Botswana,0.0
Pakistan,Botswana,0.0
Panama,Botswana,0.0
Paraguay,Botswana,0.0
Peru,Botswana,0.0
Philippines,Botswana,505.61310000000003
Poland,Botswana,0.0
Portugal,Botswana,0.0
Qatar,Botswana,0.0
Romania,Botswana,0.0
Russian Federation,Botswana,0.0
Saudi Arabia,Botswana,0.0
Senegal,Botswana,0.0
Singapore,Botswana,1011.2262000000001
Slovak Republic,Botswana,0.0
Viet Nam,Botswana,0.0
Slovenia,Botswana,0.0
South Africa,Botswana,2526548.6607
Zimbabwe,Botswana,0.0
Spain,Botswana,505.61310000000003
Sudan,Botswana,0.0
Sweden,Botswana,0.0
Switzerland,Botswana,3539.2916999999998
Thailand,Botswana,812014.6386
Trinidad and Tobago,Botswana,0.0
United Arab Emirates,Botswana,42471.5004
Tunisia,Botswana,0.0
Turkey,Botswana,0.0
Uganda,Botswana,0.0
Ukraine,Botswana,0.0
North Macedonia,Botswana,0.0
Egypt,Botswana,0.0
United Kingdom,Botswana,10112.262
Tanzania,Botswana,0.0
USA,Botswana,102639.45929999999
Uruguay,Botswana,0.0
Uzbekistan,Botswana,0.0
Venezuela,Botswana,0.0
Serbia,Botswana,0.0
Zambia,Botswana,0.0
,Botswana,0.0
,Botswana,5056131.0
Afghanistan,Brazil,0.0
Albania,Brazil,0.0
Algeria,Brazil,0.0
Angola,Brazil,0.0
Azerbaijan,Brazil,0.0
Argentina,Brazil,0.0
Australia,Brazil,1819835.8449
Austria,Brazil,2426447.7932
Bahrain,Brazil,0.0
Bangladesh,Brazil,0.0
Armenia,Brazil,0.0
Belgium,Brazil,606611.9483
Bolivia,Brazil,0.0
Bosnia & Herzegovina,Brazil,0.0
Botswana,Brazil,0.0
Brunei Darussalam,Brazil,0.0
Bulgaria,Brazil,0.0
Myanmar,Brazil,0.0
Belarus,Brazil,0.0
Cambodia,Brazil,0.0
Cameroon,Brazil,0.0
Canada,Brazil,4852895.5864
Sri Lanka,Brazil,606611.9483
Chile,Brazil,0.0
China,Brazil,2581740451.9648
Taipei,Brazil,889293116.2078
Colombia,Brazil,0.0
Congo (DRC),Brazil,0.0
Costa Rica,Brazil,1819835.8449
Croatia,Brazil,606611.9483
Cuba,Brazil,0.0
Cyprus,Brazil,0.0
Czech Republic,Brazil,1213223.8966
Denmark,Brazil,606611.9483
Dominican Republic,Brazil,0.0
Ecuador,Brazil,0.0
El Salvador,Brazil,0.0
Ethiopia,Brazil,0.0
Estonia,Brazil,0.0
Finland,Brazil,3033059.7415
France,Brazil,18198358.449
Georgia,Brazil,0.0
Germany,Brazil,35183493.001399994
Ghana,Brazil,0.0
Greece,Brazil,0.0
Guatemala,Brazil,0.0
Honduras,Brazil,0.0
Hong Kong,Brazil,75219881.58919999
Hungary,Brazil,7279343.3796
Iceland,Brazil,0.0
India,Brazil,1819835.8449
Indonesia,Brazil,11525627.0177
Iran,Brazil,0.0
Ireland,Brazil,1213223.8966
Israel,Brazil,4246283.6381
Italy,Brazil,5459507.5347
Côte d'Ivoire,Brazil,0.0
Japan,Brazil,123142225.5049
Kazakhstan,Brazil,0.0
Jordan,Brazil,0.0
Kenya,Brazil,0.0
Korea,Brazil,1060964297.5767
Kuwait,Brazil,0.0
Kyrgyz Republic,Brazil,0.0
Lao PDR,Brazil,0.0
Lebanese Republic,Brazil,0.0
Latvia,Brazil,0.0
Libya,Brazil,0.0
Lithuania,Brazil,0.0
Luxembourg,Brazil,0.0
Macao,Brazil,0.0
Malaysia,Brazil,266909257.25199997
Mali,Brazil,0.0
Malta,Brazil,3033059.7415
Mauritius,Brazil,0.0
Mexico,Brazil,32150433.2599
Mongolia,Brazil,0.0
Moldova,Brazil,0.0
Morocco,Brazil,6066119.483
Mozambique,Brazil,0.0
Oman,Brazil,0.0
Namibia,Brazil,0.0
Nepal,Brazil,0.0
Netherlands,Brazil,7279343.3796
New Zealand,Brazil,0.0
Nicaragua,Brazil,0.0
Nigeria,Brazil,0.0
Norway,Brazil,0.0
Pakistan,Brazil,0.0
Panama,Brazil,0.0
Paraguay,Brazil,0.0
Peru,Brazil,0.0
Philippines,Brazil,47922343.9157
Poland,Brazil,606611.9483
Portugal,Brazil,10312403.1211
Qatar,Brazil,0.0
Romania,Brazil,0.0
Russian Federation,Brazil,4246283.6381
Saudi Arabia,Brazil,0.0
Senegal,Brazil,0.0
Singapore,Brazil,166818285.7825
Slovak Republic,Brazil,2426447.7932
Viet Nam,Brazil,485289558.64
Slovenia,Brazil,606611.9483
South Africa,Brazil,0.0
Zimbabwe,Brazil,0.0
Spain,Brazil,5459507.5347
Sudan,Brazil,0.0
Sweden,Brazil,2426447.7932
Switzerland,Brazil,4246283.6381
Thailand,Brazil,92811628.0899
Trinidad and Tobago,Brazil,0.0
United Arab Emirates,Brazil,0.0
Tunisia,Brazil,0.0
Turkey,Brazil,0.0
Uganda,Brazil,0.0
Ukraine,Brazil,0.0
North Macedonia,Brazil,0.0
Egypt,Brazil,0.0
United Kingdom,Brazil,4246283.6381
Tanzania,Brazil,0.0
USA,Brazil,86138896.6586
Uruguay,Brazil,0.0
Uzbekistan,Brazil,0.0
Venezuela,Brazil,0.0
Serbia,Brazil,0.0
Zambia,Brazil,0.0
,Brazil,3033059.7415
,Brazil,6066119483.0
Afghanistan,Belize,0.0
Albania,Belize,0.0
Algeria,Belize,0.0
Angola,Belize,0.0
Azerbaijan,Belize,0.0
Argentina,Belize,0.0
Australia,Belize,0.0
Austria,Belize,0.0
Bahrain,Belize,0.0
Bangladesh,Belize,0.0
Armenia,Belize,0.0
Belgium,Belize,0.0
Bolivia,Belize,0.0
Bosnia & Herzegovina,Belize,0.0
Botswana,Belize,0.0
Brazil,Belize,0.0
Brunei Darussalam,Belize,0.0
Bulgaria,Belize,0.0
Myanmar,Belize,0.0
Belarus,Belize,0.0
Cambodia,Belize,0.0
Cameroon,Belize,0.0
Canada,Belize,607.4642
Sri Lanka,Belize,0.0
Chile,Belize,0.0
China,Belize,1156004.3726
Taipei,Belize,1822.3926
Colombia,Belize,607.4642
Congo (DRC),Belize,0.0
Costa Rica,Belize,0.0
Croatia,Belize,0.0
Cuba,Belize,0.0
Cyprus,Belize,0.0
Czech Republic,Belize,0.0
Denmark,Belize,0.0
Dominican Republic,Belize,0.0
Ecuador,Belize,0.0
El Salvador,Belize,607.4642
Ethiopia,Belize,0.0
Estonia,Belize,0.0
Finland,Belize,8808.230899999999
France,Belize,0.0
Georgia,Belize,0.0
Germany,Belize,267284.24799999996
Ghana,Belize,0.0
Greece,Belize,0.0
Guatemala,Belize,12756.7482
Honduras,Belize,0.0
Hong Kong,Belize,89904.7016
Hungary,Belize,0.0
Iceland,Belize,0.0
India,Belize,0.0
Indonesia,Belize,0.0
Iran,Belize,0.0
Ireland,Belize,0.0
Israel,Belize,0.0
Italy,Belize,607.4642
Côte d'Ivoire,Belize,0.0
Japan,Belize,0.0
Kazakhstan,Belize,0.0
Jordan,Belize,0.0
Kenya,Belize,0.0
Korea,Belize,826758.7762
Kuwait,Belize,0.0
Kyrgyz Republic,Belize,0.0
Lao PDR,Belize,0.0
Lebanese Republic,Belize,0.0
Latvia,Belize,0.0
Libya,Belize,0.0
Lithuania,Belize,0.0
Luxembourg,Belize,0.0
Macao,Belize,0.0
Malaysia,Belize,0.0
Mali,Belize,0.0
Malta,Belize,0.0
Mauritius,Belize,0.0
Mexico,Belize,31284.4063
Mongolia,Belize,0.0
Moldova,Belize,0.0
Morocco,Belize,0.0
Mozambique,Belize,0.0
Oman,Belize,0.0
Namibia,Belize,0.0
Nepal,Belize,0.0
Netherlands,Belize,0.0
New Zealand,Belize,0.0
Nicaragua,Belize,0.0
Nigeria,Belize,0.0
Norway,Belize,0.0
Pakistan,Belize,0.0
Panama,Belize,10630.6235
Paraguay,Belize,0.0
Peru,Belize,0.0
Philippines,Belize,0.0
Poland,Belize,0.0
Portugal,Belize,0.0
Qatar,Belize,0.0
Romania,Belize,0.0
Russian Federation,Belize,0.0
Saudi Arabia,Belize,0.0
Senegal,Belize,0.0
Singapore,Belize,0.0
Slovak Republic,Belize,0.0
Viet Nam,Belize,0.0
Slovenia,Belize,0.0
South Africa,Belize,0.0
Zimbabwe,Belize,0.0
Spain,Belize,303.7321
Sudan,Belize,0.0
Sweden,Belize,0.0
Switzerland,Belize,1822.3926
Thailand,Belize,0.0
Trinidad and Tobago,Belize,0.0
United Arab Emirates,Belize,0.0
Tunisia,Belize,0.0
Turkey,Belize,0.0
Uganda,Belize,0.0
Ukraine,Belize,0.0
North Macedonia,Belize,0.0
Egypt,Belize,0.0
United Kingdom,Belize,0.0
Tanzania,Belize,0.0
USA,Belize,623865.7334
Uruguay,Belize,0.0
Uzbekistan,Belize,0.0
Venezuela,Belize,0.0
Serbia,Belize,0.0
Zambia,Belize,0.0
,Belize,2733.5888999999997
,Belize,3037321.0
Afghanistan,Solomon Islands,0.0
Albania,Solomon Islands,0.0
Algeria,Solomon Islands,0.0
Angola,Solomon Islands,0.0
Azerbaijan,Solomon Islands,0.0
Argentina,Solomon Islands,0.0
Australia,Solomon Islands,338303.4229
Austria,Solomon Islands,0.0
Bahrain,Solomon Islands,0.0
Bangladesh,Solomon Islands,0.0
Armenia,Solomon Islands,0.0
Belgium,Solomon Islands,0.0
Bolivia,Solomon Islands,0.0
Bosnia & Herzegovina,Solomon Islands,0.0
Botswana,Solomon Islands,0.0
Brazil,Solomon Islands,0.0
Brunei Darussalam,Solomon Islands,0.0
Bulgaria,Solomon Islands,0.0
Myanmar,Solomon Islands,0.0
Belarus,Solomon Islands,0.0
Cambodia,Solomon Islands,0.0
Cameroon,Solomon Islands,0.0
Canada,Solomon Islands,0.0
Sri Lanka,Solomon Islands,0.0
Chile,Solomon Islands,0.0
China,Solomon Islands,2092377.1041
Taipei,Solomon Islands,541845.6847
Colombia,Solomon Islands,0.0
Congo (DRC),Solomon Islands,0.0
Costa Rica,Solomon Islands,0.0
Croatia,Solomon Islands,0.0
Cuba,Solomon Islands,0.0
Cyprus,Solomon Islands,0.0
Czech Republic,Solomon Islands,0.0
Denmark,Solomon Islands,0.0
Dominican Republic,Solomon Islands,0.0
Ecuador,Solomon Islands,0.0
El Salvador,Solomon Islands,0.0
Ethiopia,Solomon Islands,0.0
Estonia,Solomon Islands,0.0
Finland,Solomon Islands,0.0
France,Solomon Islands,0.0
Georgia,Solomon Islands,0.0
Germany,Solomon Islands,0.0
Ghana,Solomon Islands,0.0
Greece,Solomon Islands,0.0
Guatemala,Solomon Islands,0.0
Honduras,Solomon Islands,0.0
Hong Kong,Solomon Islands,60689.2065
Hungary,Solomon Islands,0.0
Iceland,Solomon Islands,0.0
India,Solomon Islands,0.0
Indonesia,Solomon Islands,0.0
Iran,Solomon Islands,0.0
Ireland,Solomon Islands,0.0
Israel,Solomon Islands,0.0
Italy,Solomon Islands,0.0
Côte d'Ivoire,Solomon Islands,0.0
Japan,Solomon Islands,311.2267
Kazakhstan,Solomon Islands,0.0
Jordan,Solomon Islands,0.0
Kenya,Solomon Islands,0.0
Korea,Solomon Islands,0.0
Kuwait,Solomon Islands,0.0
Kyrgyz Republic,Solomon Islands,0.0
Lao PDR,Solomon Islands,0.0
Lebanese Republic,Solomon Islands,0.0
Latvia,Solomon Islands,0.0
Libya,Solomon Islands,0.0
Lithuania,Solomon Islands,0.0
Luxembourg,Solomon Islands,0.0
Macao,Solomon Islands,0.0
Malaysia,Solomon Islands,5913.3073
Mali,Solomon Islands,0.0
Malta,Solomon Islands,0.0
Mauritius,Solomon Islands,0.0
Mexico,Solomon Islands,0.0
Mongolia,Solomon Islands,0.0
Moldova,Solomon Islands,0.0
Morocco,Solomon Islands,0.0
Mozambique,Solomon Islands,0.0
Oman,Solomon Islands,0.0
Namibia,Solomon Islands,0.0
Nepal,Solomon Islands,0.0
Netherlands,Solomon Islands,0.0
New Zealand,Solomon Islands,6535.7607
Nicaragua,Solomon Islands,0.0
Nigeria,Solomon Islands,0.0
